"100年02月09日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2607  ","榮運            ","233,000","683,920","-450,920",
" ","2324  ","仁寶            ","21,470,274","21,899,181","-428,907",
" ","1414  ","東和            ","101,000","510,000","-409,000",
" ","2458  ","義隆            ","71,000","475,000","-404,000",
" ","9945  ","潤泰新          ","352,000","752,610","-400,610",
" ","9939  ","宏全            ","144,000","532,263","-388,263",
" ","9904  ","寶成            ","1,957,000","2,331,549","-374,549",
" ","2034  ","允強            ","76,000","440,000","-364,000",
" ","1434  ","福懋            ","318,000","670,340","-352,340",
" ","1303  ","南亞            ","6,639,000","6,989,834","-350,834",
" ","6282  ","康舒            ","196,000","522,000","-326,000",
" ",="0061  ","元大寶滬深      ","200,000","507,000","-307,000",
" ","2009  ","第一銅          ","22,000","324,000","-302,000",
" ","2380  ","虹光            ","26,000","328,000","-302,000",
" ","6257  ","矽格            ","31,000","331,000","-300,000",
" ","2206  ","三陽工業        ","142,000","438,000","-296,000",
" ","9151  ","旺旺            ","5,000","300,000","-295,000",
" ","1708  ","東鹼            ","4,000","294,000","-290,000",
" ","3406  ","玉晶光          ","72,000","360,000","-288,000",
" ","2103  ","台橡            ","2,900,000","3,183,600","-283,600",
" ","2801  ","彰銀            ","2,296,000","2,574,900","-278,900",
" ","8163  ","達方            ","97,000","360,000","-263,000",
" ","2102  ","泰豐            ","33,000","295,600","-262,600",
" ","2371  ","大同            ","7,179,000","7,440,140","-261,140",
" ","2419  ","仲琦            ","11,000","254,000","-243,000",
" ","2395  ","研華            ","616,000","854,180","-238,180",
" ","2106  ","建大            ","64,000","300,475","-236,475",
" ","2375  ","凱美            ","71,000","301,000","-230,000",
" ","3036  ","文曄            ","102,000","328,833","-226,833",
" ","2852  ","第一保          ","45,000","271,000","-226,000",
" ","1733  ","五鼎            ","14,000","239,000","-225,000",
" ","8926  ","台汽電          ","121,000","332,037","-211,037",
" ","3494  ","誠研            ","17,000","228,000","-211,000",
" ","1722  ","台肥            ","3,837,112","4,044,050","-206,938",
"*",="0050  ","元大台灣50      ","1,038,000","1,240,000","-202,000",
" ","2538  ","基泰            ","30,000","225,120","-195,120",
" ","6192  ","巨路            ","35,000","226,329","-191,329",
" ","8046  ","南電            ","279,357","465,080","-185,723",
" ",="033156","陽明統一45購07  ","0","180,000","-180,000",
" ","3383  ","新世紀          ","29,000","208,000","-179,000",
" ","3033  ","威健            ","33,000","205,000","-172,000",
" ","2514  ","龍邦            ","111,000","281,154","-170,154",
" ","9933  ","中鼎            ","167,000","332,463","-165,463",
" ","3697  ","F-晨星          ","112,000","277,000","-165,000",
" ","6289  ","華上            ","52,000","215,000","-163,000",
" ","2520  ","冠德            ","212,000","374,000","-162,000",
" ",="034739","燿華凱基43購02  ","0","161,000","-161,000",
" ","2013  ","中鋼構          ","4,000","165,000","-161,000",
" ","2530  ","華建            ","141,000","300,681","-159,681",
" ","2377  ","微星            ","107,000","263,000","-156,000",
" ","2439  ","美律            ","29,000","183,000","-154,000",
" ","3622  ","洋華            ","62,000","215,120","-153,120",
" ","1604  ","聲寶            ","116,000","267,956","-151,956",
" ","3189  ","景碩            ","121,000","272,290","-151,290",
" ",="033030","三陽群益3B購06  ","0","149,000","-149,000",
" ","3705  ","永信            ","84,000","232,000","-148,000",
" ","6142  ","友勁            ","57,000","203,000","-146,000",
" ","2207  ","和泰車          ","49,000","193,022","-144,022",
" ","2456  ","奇力新          ","59,000","203,000","-144,000",
" ","1513  ","中興電          ","32,000","167,000","-135,000",
" ","2362  ","藍天            ","338,000","470,900","-132,900",
" ","2406  ","國碩            ","35,000","166,000","-131,000",
" ","2505  ","國揚            ","41,000","171,000","-130,000",
" ","3041  ","揚智            ","32,000","160,000","-128,000",
" ","1447  ","力鵬            ","346,000","472,000","-126,000",
" ","2399  ","映泰            ","68,000","189,000","-121,000",
" ","1612  ","宏泰            ","21,000","138,000","-117,000",
" ","6189  ","豐藝            ","24,000","137,501","-113,501",
" ","6605  ","帝寶            ","33,000","144,000","-111,000",
" ","2367  ","燿華            ","44,000","153,000","-109,000",
" ","911608","明輝-DR         ","0","106,000","-106,000",
" ","3023  ","信邦            ","9,000","112,000","-103,000",
" ","2323  ","中環            ","1,638,000","1,739,590","-101,590",
" ",="033284","華泰群益3C購02  ","0","100,000","-100,000",
" ","1229  ","聯華            ","123,000","220,000","-97,000",
" ","1527  ","鑽全            ","3,000","99,000","-96,000",
" ","9907  ","統一實          ","187,000","282,000","-95,000",
" ",="0055  ","元大MSCI金融    ","52,000","146,000","-94,000",
" ","1217  ","愛之味          ","12,000","106,000","-94,000",
" ","1609  ","大亞            ","45,000","138,000","-93,000",
" ","1310  ","台苯            ","32,000","124,000","-92,000",
" ","2856  ","元富證          ","642,000","734,000","-92,000",
" ","3591  ","艾笛森          ","95,000","185,000","-90,000",
" ","1203  ","味王            ","9,000","98,286","-89,286",
" ","1225  ","福懋油          ","10,000","95,000","-85,000",
" ","1466  ","聚隆            ","92,000","177,000","-85,000",
" ","2029  ","盛餘            ","16,000","101,000","-85,000",
" ","2107  ","厚生            ","158,000","243,000","-85,000",
" ","2022  ","聚亨            ","141,000","225,000","-84,000",
" ","1444  ","力麗            ","46,000","128,000","-82,000",
" ","3311  ","閎暉            ","159,000","239,850","-80,850",
" ","1504  ","東元            ","1,169,000","1,241,210","-72,210",
" ","2850  ","新產            ","69,000","139,000","-70,000",
" ","910801","金衛-DR         ","0","70,000","-70,000",
" ","2428  ","興勤            ","16,000","85,000","-69,000",
" ","1701  ","中化            ","19,000","86,000","-67,000",
" ","1218  ","泰山            ","21,000","87,000","-66,000",
" ","3062  ","建漢            ","49,000","114,000","-65,000",
" ","1215  ","卜蜂            ","8,000","72,000","-64,000",
" ","3534  ","雷凌            ","54,000","118,000","-64,000",
" ","2459  ","敦吉            ","16,000","79,679","-63,679",
" ","2481  ","強茂            ","74,000","135,000","-61,000",
" ","2496  ","卓越            ","0","60,000","-60,000",
" ","3545  ","敦泰            ","69,000","129,000","-60,000",
" ","6226  ","光鼎            ","12,000","72,000","-60,000",
" ","1560  ","中砂            ","25,000","84,000","-59,000",
" ","2025  ","千興            ","10,000","69,000","-59,000",
" ","2442  ","新美齊          ","0","59,000","-59,000",
" ","2484  ","希華            ","20,000","79,000","-59,000",
" ","5525  ","順天            ","31,000","90,000","-59,000",
" ","2450  ","神腦            ","69,000","127,000","-58,000",
" ","2515  ","中工            ","89,000","142,000","-53,000",
" ","1416  ","廣豐            ","32,000","84,000","-52,000",
" ","1460  ","宏遠            ","20,000","71,000","-51,000",
" ","2007  ","燁興            ","71,000","122,000","-51,000",
" ","9110  ","越南控-DR       ","0","51,000","-51,000",
" ","9937  ","全國            ","57,000","108,000","-51,000",
" ","1201  ","味全            ","98,000","148,000","-50,000",
" ","1517  ","利奇            ","0","50,000","-50,000",
" ","1808  ","潤隆            ","6,000","56,000","-50,000",
" ","2012  ","春雨            ","0","49,000","-49,000",
" ","1712  ","興農            ","22,000","70,000","-48,000",
" ","1809  ","中釉            ","4,000","52,000","-48,000",
" ","3504  ","揚明光          ","12,000","60,000","-48,000",
" ","5533  ","皇鼎            ","29,000","77,000","-48,000",
" ","1445  ","大宇            ","0","47,000","-47,000",
" ","1711  ","永光            ","17,000","64,000","-47,000",
" ","6214  ","精誠            ","44,000","91,000","-47,000",
" ","1773  ","勝一            ","16,000","62,451","-46,451",
" ","1522  ","堤維西          ","11,000","57,000","-46,000",
" ","2905  ","三商            ","42,000","87,000","-45,000",
" ","5534  ","長虹            ","152,000","197,000","-45,000",
" ","9940  ","信義            ","68,000","113,000","-45,000",
" ","2392  ","正崴            ","336,590","380,260","-43,670",
" ","1410  ","南染            ","1,000","44,000","-43,000",
" ","1717  ","長興            ","897,000","939,910","-42,910",
" ","2436  ","偉詮電          ","28,000","70,000","-42,000",
" ","8261  ","富鼎            ","30,000","72,000","-42,000",
" ","1227  ","佳格            ","38,000","78,000","-40,000",
" ","3638  ","F-IML           ","12,000","52,000","-40,000",
" ","3057  ","喬鼎            ","22,000","61,000","-39,000",
" ","6152  ","百一            ","19,000","58,000","-39,000",
" ","1467  ","南緯            ","0","38,000","-38,000",
" ","6120  ","達運            ","286,000","324,000","-38,000",
" ","2101  ","南港            ","169,000","206,420","-37,420",
" ","1516  ","川飛            ","0","37,000","-37,000",
" ","2338  ","光罩            ","136,000","173,000","-37,000",
" ","1709  ","和益            ","28,000","64,000","-36,000",
" ","1210  ","大成            ","31,000","66,000","-35,000",
" ","6225  ","天瀚            ","4,000","39,000","-35,000",
" ","6230  ","尼得科超眾      ","18,000","53,000","-35,000",
" ","9955  ","佳龍            ","6,000","41,000","-35,000",
" ","2030  ","彰源            ","65,000","99,000","-34,000",
" ","2402  ","毅嘉            ","36,000","70,000","-34,000",
" ","2434  ","統懋            ","1,000","35,000","-34,000",
" ","9935  ","慶豐富          ","12,000","46,000","-34,000",
" ","2010  ","春源            ","30,000","63,000","-33,000",
" ","3028  ","增你強          ","20,000","53,000","-33,000",
" ","9917  ","中保科          ","126,000","159,000","-33,000",
" ","9927  ","泰銘            ","27,000","60,000","-33,000",
" ","1537  ","廣隆            ","11,000","43,311","-32,311",
" ","2480  ","敦陽科          ","32,000","64,000","-32,000",
" ","3011  ","今皓            ","2,000","34,000","-32,000",
" ","3296  ","勝德            ","16,000","47,000","-31,000",
" ","3596  ","智易            ","13,000","44,000","-31,000",
" ",="036097","技嘉凱基43購04  ","0","30,000","-30,000",
" ","2608  ","嘉里大榮        ","73,000","102,000","-29,000",
" ","4725  ","信昌化          ","46,000","73,000","-27,000",
" ","1110  ","東泥            ","72,000","98,000","-26,000",
" ","1540  ","喬福            ","5,000","31,000","-26,000",
" ","2038  ","海光            ","0","26,000","-26,000",
" ","2108  ","南帝            ","36,000","62,000","-26,000",
" ","3515  ","華擎            ","12,000","38,000","-26,000",
" ","1737  ","臺鹽            ","24,000","49,000","-25,000",
"*","2911  ","麗嬰房          ","489,000","514,000","-25,000",
" ","3027  ","盛達            ","0","25,000","-25,000",
" ","1506  ","正道            ","4,000","27,000","-23,000",
" ","1618  ","合機            ","10,000","33,000","-23,000",
" ","6215  ","和椿            ","3,000","26,000","-23,000",
" ","2023  ","燁輝            ","123,000","145,000","-22,000",
" ","3060  ","銘異            ","14,000","36,000","-22,000",
" ","3356  ","奇偶            ","6,000","28,000","-22,000",
" ","5388  ","中磊            ","26,000","48,000","-22,000",
" ",="033238","智邦元大3B購06  ","0","21,000","-21,000",
" ","2109  ","華豐            ","2,000","23,000","-21,000",
" ","2328  ","廣宇            ","58,000","79,000","-21,000",
" ","3050  ","鈺德            ","23,000","44,000","-21,000",
" ",="032871","國巨國票41購01  ","0","20,000","-20,000",
" ","1443  ","立益物流        ","19,000","39,000","-20,000",
" ","1515  ","力山            ","0","20,000","-20,000",
" ","2461  ","光群雷          ","14,000","34,000","-20,000",
" ","3051  ","力特            ","7,000","27,000","-20,000",
" ","2478  ","大毅            ","33,000","52,000","-19,000",
" ","911868","同方友友-DR     ","0","19,000","-19,000",
" ","1532  ","勤美            ","107,000","125,000","-18,000",
" ","1906  ","寶隆            ","0","18,000","-18,000",
" ","2321  ","東訊            ","36,000","53,000","-17,000",
" ","6168  ","宏齊            ","43,000","60,000","-17,000",
" ","8039  ","台虹            ","16,000","33,000","-17,000",
" ","2420  ","新巨            ","6,000","22,000","-16,000",
" ",="035637","台積電群益3B購17","0","15,000","-15,000",
" ","1582  ","信錦            ","7,000","22,000","-15,000",
" ","2302  ","麗正            ","0","15,000","-15,000",
" ","3038  ","全台            ","26,000","41,000","-15,000",
" ","8201  ","無敵            ","60,000","74,900","-14,900",
" ","1104  ","環泥            ","53,000","67,000","-14,000",
" ","2351  ","順德            ","19,000","33,000","-14,000",
" ","4906  ","正文            ","71,000","85,000","-14,000",
" ","3015  ","全漢            ","52,000","65,000","-13,000",
" ","1806  ","冠軍            ","36,000","48,000","-12,000",
" ","9104  ","萬宇科          ","0","12,000","-12,000",
" ","9944  ","新麗            ","1,000","13,000","-12,000",
" ","3058  ","立德            ","25,000","36,549","-11,549",
" ","1103  ","嘉泥            ","71,000","82,000","-11,000",
" ","1507  ","永大            ","238,000","249,000","-11,000",
" ","2031  ","新光鋼          ","25,000","36,000","-11,000",
" ","3653  ","健策            ","9,000","20,000","-11,000",
" ","3703  ","欣陸            ","83,000","94,000","-11,000",
" ","2606  ","裕民            ","1,383,000","1,393,280","-10,280",
" ",="032275","京元電元大3B購02","0","10,000","-10,000",
" ",="033605","鴻海統一45購12  ","0","10,000","-10,000",
" ",="034228","亞航群益3B購02  ","0","10,000","-10,000",
" ",="036516","鴻準元富3B購04  ","0","10,000","-10,000",
" ","910579","歐聖            ","0","10,000","-10,000",
" ",="034058","萬海國票3C購03  ","0","9,000","-9,000",
" ","1454  ","台富            ","0","9,000","-9,000",
" ","1904  ","正隆            ","224,000","233,000","-9,000",
" ","1220  ","台榮            ","0","8,000","-8,000",
" ","1452  ","宏益            ","4,000","12,000","-8,000",
" ","3229  ","晟鈦            ","0","8,000","-8,000",
" ","6165  ","浪凡            ","0","8,000","-8,000",
" ","1316  ","上曜            ","9,000","16,000","-7,000",
" ","1437  ","勤益控          ","37,000","44,000","-7,000",
" ","1441  ","大東            ","4,000","11,000","-7,000",
" ","1519  ","華城            ","24,000","31,000","-7,000",
" ","1530  ","亞崴            ","0","7,000","-7,000",
" ","1538  ","正峰            ","12,000","19,000","-7,000",
" ","2316  ","楠梓電          ","85,000","92,000","-7,000",
" ","2443  ","昶虹            ","20,000","27,000","-7,000",
" ","2489  ","瑞軒            ","104,000","111,000","-7,000",
" ","3040  ","遠見            ","0","7,000","-7,000",
" ","3094  ","聯傑            ","5,000","12,000","-7,000",
" ","3536  ","誠創            ","27,000","34,000","-7,000",
" ","1464  ","得力            ","0","6,000","-6,000",
" ","2414  ","精技            ","90,000","96,000","-6,000",
" ","3561  ","昇陽光電        ","24,000","30,000","-6,000",
" ","3588  ","通嘉            ","5,000","11,000","-6,000",
" ","8374  ","羅昇            ","2,000","8,000","-6,000",
" ","9105  ","泰金寶-DR       ","0","6,000","-6,000",
" ",="033531","立隆電元大3B購02","0","5,000","-5,000",
" ",="034979","裕民元大3C購03  ","0","5,000","-5,000",
" ",="037072","鴻準元大3C購08  ","99,000","104,000","-5,000",
" ","2468  ","華經            ","0","5,000","-5,000",
" ","2509  ","全坤建          ","30,000","35,000","-5,000",
" ","6172  ","互億            ","17,000","22,000","-5,000",
" ","1418  ","東華            ","0","4,000","-4,000",
" ","1474  ","弘裕            ","0","4,000","-4,000",
" ","1714  ","和桐            ","59,000","63,000","-4,000",
" ","2413  ","環科            ","62,000","66,000","-4,000",
" ","1720  ","生達            ","5,000","8,000","-3,000",
" ","1725  ","元禎            ","0","3,000","-3,000",
" ","2901  ","欣欣            ","0","3,000","-3,000",
" ","3024  ","憶聲            ","18,000","21,000","-3,000",
" ","3308  ","聯德            ","0","3,000","-3,000",
" ",="035630","元晶元大3B購04  ","0","2,000","-2,000",
" ",="03648P","創意元大42售06  ","0","2,000","-2,000",
" ","1323  ","永裕            ","0","2,000","-2,000",
" ","1324  ","地球            ","0","2,000","-2,000",
" ","1469  ","理隆            ","0","2,000","-2,000",
" ","1536  ","和大            ","0","2,000","-2,000",
" ","2024  ","志聯            ","0","2,000","-2,000",
" ","2114  ","鑫永銓          ","0","2,000","-2,000",
" ","2312  ","金寶            ","139,000","141,000","-2,000",
" ","2444  ","兆勁            ","0","2,000","-2,000",
" ","3016  ","嘉晶            ","2,000","4,000","-2,000",
" ","3054  ","立萬利          ","0","2,000","-2,000",
" ","3686  ","達能            ","22,000","24,000","-2,000",
" ","912398","友佳-DR         ","0","2,000","-2,000",
" ","9912  ","偉聯            ","1,000","3,000","-2,000",
" ","1213  ","大飲            ","0","1,000","-1,000",
" ","1432  ","大魯閣          ","1,000","2,000","-1,000",
" ","1439  ","雋揚            ","0","1,000","-1,000",
" ","1465  ","偉全            ","0","1,000","-1,000",
" ","1721  ","三晃            ","0","1,000","-1,000",
" ","1735  ","日勝化          ","0","1,000","-1,000",
" ","1907  ","永豐餘          ","166,000","167,000","-1,000",
" ","2231  ","為升            ","0","1,000","-1,000",
" ","2345  ","智邦            ","74,000","75,000","-1,000",
" ","2465  ","麗臺            ","3,000","4,000","-1,000",
" ","2906  ","高林            ","0","1,000","-1,000",
" ","3021  ","鴻名            ","0","1,000","-1,000",
" ","3617  ","碩天            ","12,000","13,000","-1,000",
" ","4108  ","懷特            ","17,000","18,000","-1,000",
" ","6166  ","凌華            ","15,000","16,000","-1,000",
" ","8249  ","菱光            ","20,000","21,000","-1,000",
" ","8940  ","新天地          ","0","1,000","-1,000",
" ","9103  ","美德醫療-DR     ","0","1,000","-1,000",
" ","911602","華豐泰          ","0","1,000","-1,000",
" ","913889","大成糖          ","0","1,000","-1,000",
" ","9157  ","陽光能源-DR     ","0","1,000","-1,000",
" ","9188  ","精熙-DR         ","0","1,000","-1,000",
" ","9958  ","世紀鋼          ","0","500","-500",
" ","1453  ","大將            ","4,000","4,000","0",
" ","1541  ","錩泰            ","2,000","2,000","0",
" ","1583  ","程泰            ","1,000","1,000","0",
" ","1903  ","士紙            ","27,000","27,000","0",
" ","1909  ","榮成            ","34,000","34,000","0",
" ","2516  ","新建            ","110,000","110,000","0",
" ","2702  ","華園            ","2,000","2,000","0",
" ","3022  ","威強電          ","25,000","25,000","0",
" ","3557  ","嘉威            ","1,000","1,000","0",
" ","4119  ","旭富            ","1,000","1,000","0",
" ","4133  ","亞諾法          ","3,000","3,000","0",
" ","9929  ","秋雨            ","3,000","3,000","0",
" ","9941  ","裕融            ","23,000","23,000","0",
"說明:"
"外資自營商表示外國證券商在臺分支機構證券自營商專戶。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"＊表示該股票今日有鉅額交易。"
"本統計資訊買賣股數含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"

